"PVWatts Hourly PV Performance Data"
"Requested Location","symlar"
"Location","Lat, Lng: 34.33, -118.46"
"Latitude (DD)","34.33"
"Longitude (DD)","-118.46"
"Elevation (m)","655.79998779297"
"DC System Size (kW)","4000"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","4","17","0","0","14","1.2","0.12","0","14","0","0"
"1","4","18","0","0","12","1.3","0.12","0","12","0","0"
"1","4","19","0","0","12","1.4","0.12","0","12","0","0"
"1","4","20","0","0","12","1.4","0.12","0","12","0","0"
"1","4","21","0","0","11","1.4","0.12","0","11","0","0"
"1","4","22","0","0","11","1.4","0.12","0","11","0","0"
"1","4","23","0","0","11","1.4","0.12","0","11","0","0"
"1","5","0","0","0","11","1.4","0.12","0","11","0","0"
"1","5","1","0","0","11","1.4","0.12","0","11","0","0"
"1","5","2","0","0","11","1.3","0.12","0","11","0","0"
"1","5","3","0","0","10","1.3","0.12","0","10","0","0"
"1","5","4","0","0","10","1.4","0.12","0","10","0","0"
"1","5","5","0","0","9","1.4","0.12","0","9","0","0"
"1","5","6","0","0","9","1.4","0.12","0","9","0","0"
"1","5","7","0","10","11","2.1","0.12","9.249","11.211","24690.44","7961.31"
"1","5","8","0","37","14","2.8","0.12","34.29","14.719","111724.55","91911.455"
"1","5","9","224","165","15","2.7","0.12","326.014","21.977","1130307.648","1074402.104"
"1","5","10","235","219","16","2.3","0.12","410.706","25.441","1401094.186","1335593.598"
"1","5","11","49","232","17","1.9","0.12","279.876","23.943","940728.415","891540.417"
"1","5","12","9","186","17","1.6","0.12","187.634","21.959","626175.282","588133.152"
"1","5","13","69","213","16","1.1","0.12","272.264","24.103","918919.771","870504.54"
"1","5","14","0","97","15","0.7","0.12","91.687","18.031","306088.16","279387.989"
"1","5","15","0","14","14","0.9","0.12","12.952","14.406","40401.586","23115.747"
"1","5","16","0","20","13","1","0.12","18.539","13.534","48453.812","30882.65"
"1","5","17","0","0","13","1.1","0.12","0","13","0","0"
"1","5","18","0","0","12","1.1","0.12","0","12","0","0"
"1","5","19","0","0","12","1.1","0.12","0","12","0","0"
"1","5","20","0","0","12","1.1","0.12","0","12","0","0"
"1","5","21","0","0","11","1.1","0.12","0","11","0","0"
"1","5","22","0","0","11","1.1","0.12","0","11","0","0"
"1","5","23","0","0","11","1.1","0.12","0","11","0","0"
"1","6","0","0","0","10","1","0.12","0","10","0","0"
"1","6","1","0","0","10","0.9","0.12","0","10","0","0"
"1","6","2","0","0","10","0.9","0.12","0","10","0","0"
"1","6","3","0","0","10","0.9","0.12","0","10","0","0"
"1","6","4","0","0","10","0.8","0.12","0","10","0","0"
"1","6","5","0","0","10","0.8","0.12","0","10","0","0"
"1","6","6","0","0","10","0.8","0.12","0","10","0","0"
"1","6","7","311","25","11","0.8","0.12","100.946","14.005","267420.18","242090.169"
"1","6","8","650","57","13","0.5","0.12","371.04","26.007","1266483.953","1205753.141"
"1","6","9","792","72","16","0.6","0.12","582.594","35.919","1952868.636","1867816.486"
"1","6","10","877","75","18","1.2","0.12","736.747","39.503","2420330.72","2318714.53"
"1","6","11","904","79","19","1.5","0.12","815.469","41.17","2649595.612","2539855.654"
"1","6","12","904","79","20","1.7","0.12","815.165","41.207","2648273.495","2538580.385"
"1","6","13","887","73","19","1.8","0.12","740.876","37.888","2449977.109","2347310.429"
"1","6","14","822","66","18","1.6","0.12","593","33.812","2005556.574","1918637.481"
"1","6","15","687","52","16","1.2","0.12","378.644","27.028","1287070.133","1225609.871"
"1","6","16","372","24","13","1.1","0.12","110.107","16.006","282948.724","257068.476"
"1","6","17","0","0","11","1.1","0.12","0","11","0","0"
"1","6","18","0","0","11","0.9","0.12","0","11","0","0"
"1","6","19","0","0","11","0.6","0.12","0","11","0","0"
"1","6","20","0","0","11","0.4","0.12","0","11","0","0"
"1","6","21","0","0","10","0.4","0.12","0","10","0","0"
"1","6","22","0","0","10","0.7","0.12","0","10","0","0"
"1","6","23","0","0","9","0.8","0.12","0","9","0","0"
"1","7","0","0","0","9","0.8","0.12","0","9","0","0"
"1","7","1","0","0","9","0.8","0.12","0","9","0","0"
"1","7","2","0","0","9","0.8","0.12","0","9","0","0"
"1","7","3","0","0","8","0.9","0.12","0","8","0","0"
"1","7","4","0","0","8","1","0.12","0","8","0","0"
"1","7","5","0","0","7","1","0.12","0","7","0","0"
"1","7","6","0","0","7","1.1","0.12","0","7","0","0"
"1","7","7","201","27","9","1.2","0.12","80.056","11.168","216722.014","193188.442"
"1","7","8","241","94","12","1.6","0.12","217.844","17.784","755564.656","712937.746"
"1","7","9","0","90","14","1.6","0.12","84.566","16.241","283417.392","257520.537"
"1","7","10","666","122","15","1.5","0.12","643.527","32.499","2166541.09","2073917.675"
"1","7","11","475","202","16","1.7","0.12","617.114","32.023","2064522.96","1975514.452"
"1","7","12","864","96","17","2","0.12","810.035","36.789","2675804.139","2565135.509"
"1","7","13","859","84","18","2.1","0.12","739.759","35.733","2465216.674","2362009.995"
"1","7","14","603","104","17","1.9","0.12","504.26","29.602","1725479.465","1648484.617"
"1","7","15","655","59","14","1.4","0.12","375.656","24.439","1290544.148","1228960.787"
"1","7","16","97","29","12","1","0.12","57.346","13.65","156705.267","135298.326"
"1","7","17","0","0","11","1","0.12","0","11","0","0"
"1","7","18","0","0","10","1","0.12","0","10","0","0"
"1","7","19","0","0","10","1","0.12","0","10","0","0"
"1","7","20","0","0","9","1","0.12","0","9","0","0"
"1","7","21","0","0","8","1.1","0.12","0","8","0","0"
"1","7","22","0","0","7","1.1","0.12","0","7","0","0"
"1","7","23","0","0","7","1.1","0.12","0","7","0","0"
"1","8","0","0","0","7","1.1","0.12","0","7","0","0"
"1","8","1","0","0","7","1.1","0.12","0","7","0","0"
"1","8","2","0","0","7","1","0.12","0","7","0","0"
"1","8","3","0","0","7","0.9","0.12","0","7","0","0"
"1","8","4","0","0","7","0.9","0.12","0","7","0","0"
"1","8","5","0","0","8","1.1","0.12","0","8","0","0"
"1","8","6","0","0","8","1.5","0.12","0","8","0","0"
"1","8","7","1","26","8","2.5","0.12","25.403","8.538","71910.919","53508.579"
"1","8","8","55","98","9","3.3","0.12","126.766","11.447","441836.525","410326.25"
"1","8","9","0","20","10","3.3","0.12","18.524","10.357","59675.128","41706.351"
"1","8","10","0","20","10","3","0.12","18.537","10.375","59250.164","41296.445"
"1","8","11","0","109","10","2.3","0.12","102.206","12.339","346367.707","318240.272"
"1","8","12","0","147","10","1.2","0.12","140.128","14.059","477012.509","444255.809"
"1","8","13","0","78","10","1","0.12","72.455","12.208","243453.025","218972.266"
"1","8","14","0","16","9","2","0.12","14.816","9.361","47461.931","29925.916"
"1","8","15","0","50","8","2.6","0.12","46.382","9.008","156916.06","135501.65"
"1","8","16","0","3","7","2.4","0.12","2.771","7.06","7308.981","0"
"1","8","17","0","0","6","2.2","0.12","0","6","0","0"
"1","8","18","0","0","6","2.1","0.12","0","6","0","0"
"1","8","19","0","0","6","2.1","0.12","0","6","0","0"
"1","8","20","0","0","5","2.5","0.12","0","5","0","0"
"1","8","21","0","0","5","2.6","0.12","0","5","0","0"
"1","8","22","0","0","5","2.5","0.12","0","5","0","0"
"1","8","23","0","0","5","2.7","0.12","0","5","0","0"
"1","9","0","0","0","6","3","0.12","0","6","0","0"
"1","9","1","0","0","6","3.2","0.12","0","6","0","0"
"1","9","2","0","0","6","3.6","0.12","0","6","0","0"
"1","9","3","0","0","6","3.9","0.12","0","6","0","0"
"1","9","4","0","0","5","4","0.12","0","5","0","0"
"1","9","5","0","0","5","3.9","0.12","0","5","0","0"
"1","9","6","0","0","5","4","0.12","0","5","0","0"
"1","9","7","11","27","6","4.3","0.12","30.182","6.479","86134.443","67228.107"
"1","9","8","0","24","8","4.4","0.12","22.221","8.365","73066.157","54622.882"
"1","9","9","730","90","10","4.1","0.12","567.248","19.751","2019832.666","1932407.714"
"1","9","10","849","86","12","3.3","0.12","735.499","26.24","2541525.8","2435615.185"
"1","9","11","881","89","14","2.5","0.12","817.462","32.135","2749629.701","2636345.138"
"1","9","12","891","87","15","2.1","0.12","824.009","34.731","2743795.048","2630717.23"
"1","9","13","438","188","15","2.3","0.12","545.966","27.564","1862402.758","1780556.174"
"1","9","14","352","154","14","2.4","0.12","393.632","22.904","1369521.591","1305139.745"
"1","9","15","90","103","12","1.7","0.12","154.238","16.006","532371.898","497653.594"
"1","9","16","369","28","9","1","0.12","122.88","12.521","343435.669","315412.127"
"1","9","17","0","0","7","1","0.12","0","7","0","0"
"1","9","18","0","0","7","1","0.12","0","7","0","0"
"1","9","19","0","0","6","1","0.12","0","6","0","0"
"1","9","20","0","0","6","1.1","0.12","0","6","0","0"
"1","9","21","0","0","5","1.1","0.12","0","5","0","0"
"1","9","22","0","0","5","1.2","0.12","0","5","0","0"
"1","9","23","0","0","4","1.2","0.12","0","4","0","0"
"1","10","0","0","0","4","1.2","0.12","0","4","0","0"
"1","10","1","0","0","4","1.3","0.12","0","4","0","0"
"1","10","2","0","0","4","1.3","0.12","0","4","0","0"
"1","10","3","0","0","4","1.2","0.12","0","4","0","0"
"1","10","4","0","0","5","1.1","0.12","0","5","0","0"
"1","10","5","0","0","5","1.2","0.12","0","5","0","0"
"1","10","6","0","0","5","1.4","0.12","0","5","0","0"
"1","10","7","292","29","7","2.2","0.12","101.354","9.203","276494.884","250843.321"
"1","10","8","0","5","8","3.4","0.12","4.623","8.088","14165.021","0"
"1","10","9","0","9","9","4.3","0.12","8.331","9.138","26018.556","9242.365"
"1","10","10","0","107","10","4.8","0.12","100.525","11.559","342883.945","314879.953"
"1","10","11","8","185","10","5","0.12","185.505","12.803","640918.361","602353.825"
"1","10","12","0","161","9","5.1","0.12","154.293","11.302","532455.253","497733.996"
"1","10","13","12","180","9","5","0.12","184.094","11.785","641155.954","602582.999"
"1","10","14","0","82","8","4.9","0.12","76.52","9.174","262769.752","237604.525"
"1","10","15","0","10","7","4.5","0.12","9.249","7.15","29421.141","12524.383"
"1","10","16","0","11","7","4.6","0.12","10.174","7.158","29362.556","12467.874"
"1","10","17","0","0","7","5.4","0.12","0","7","0","0"
"1","10","18","0","0","7","6.2","0.12","0","7","0","0"
"1","10","19","0","0","8","6.9","0.12","0","8","0","0"
"1","10","20","0","0","8","7.5","0.12","0","8","0","0"
"1","10","21","0","0","8","7.4","0.12","0","8","0","0"
"1","10","22","0","0","8","6.7","0.12","0","8","0","0"
"1","10","23","0","0","8","5.8","0.12","0","8","0","0"
"1","11","0","0","0","8","4.6","0.12","0","8","0","0"
"1","11","1","0","0","7","3.6","0.12","0","7","0","0"
"1","11","2","0","0","6","3.1","0.12","0","6","0","0"
"1","11","3","0","0","6","3","0.12","0","6","0","0"
"1","11","4","0","0","6","3.1","0.12","0","6","0","0"
"1","11","5","0","0","6","2.9","0.12","0","6","0","0"
"1","11","6","0","0","6","2.5","0.12","0","6","0","0"
"1","11","7","0","5","6","2.3","0.12","4.619","6.102","12351.348","0"
"1","11","8","0","57","6","2.4","0.12","53.139","7.198","182113.064","159805.824"
"1","11","9","33","157","7","2.7","0.12","182.134","10.888","642563.214","603940.394"
"1","11","10","895","74","7","3.2","0.12","751.838","21.795","2642373.589","2532889.537"
"1","11","11","916","79","8","3.6","0.12","830.291","23.323","2887708.032","2769530.805"
"1","11","12","0","28","8","3.7","0.12","25.971","8.469","84562.884","65712.234"
"1","11","13","0","60","8","3.8","0.12","55.698","8.992","187554.201","165054.16"
"1","11","14","77","173","7","3.6","0.12","228.125","11.203","810954.005","766364.43"
"1","11","15","701","56","6","2.8","0.12","397.588","14.362","1425470.09","1359105.767"
"1","11","16","380","29","5","1.8","0.12","131.738","8.166","385482.947","355969.503"
"1","11","17","0","0","4","1.5","0.12","0","4","0","0"
"1","11","18","0","0","4","1.6","0.12","0","4","0","0"
"1","11","19","0","0","5","1.6","0.12","0","5","0","0"
"1","11","20","0","0","5","1.9","0.12","0","5","0","0"
"1","11","21","0","0","5","2.3","0.12","0","5","0","0"
"1","11","22","0","0","5","2.6","0.12","0","5","0","0"
"1","11","23","0","0","5","2.9","0.12","0","5","0","0"
"1","12","0","0","0","5","3","0.12","0","5","0","0"
"1","12","1","0","0","5","2.9","0.12","0","5","0","0"
"1","12","2","0","0","5","2.9","0.12","0","5","0","0"
"1","12","3","0","0","5","2.9","0.12","0","5","0","0"
"1","12","4","0","0","5","2.9","0.12","0","5","0","0"
"1","12","5","0","0","5","3.1","0.12","0","5","0","0"
"1","12","6","0","0","5","3.1","0.12","0","5","0","0"
"1","12","7","0","3","5","3.1","0.12","2.77","5.053","7297.119","0"
"1","12","8","37","98","5","3.3","0.12","118.205","7.282","417617.015","386964.933"
"1","12","9","0","115","6","3.4","0.12","109.864","8.085","384055.689","354592.818"
"1","12","10","163","230","7","3","0.12","370.382","14.504","1309841.079","1247573.951"
"1","12","11","378","231","8","2.5","0.12","563.597","20.473","1963579.319","1878147.646"
"1","12","12","0","138","9","2.2","0.12","130.904","12.054","447745.963","416026.293"
"1","12","13","0","61","9","2.1","0.12","56.63","10.349","189705.638","167129.363"
"1","12","14","150","179","9","1.9","0.12","288.948","16.198","1017289.94","965389.063"
"1","12","15","55","107","8","1.3","0.12","136.938","11.892","478458.043","445650.122"
"1","12","16","396","29","6","0.9","0.12","138.32","10.115","406024.802","375783.479"
"1","12","17","0","0","5","1","0.12","0","5","0","0"
"1","12","18","0","0","5","1","0.12","0","5","0","0"
"1","12","19","0","0","5","1","0.12","0","5","0","0"
"1","12","20","0","0","4","1.1","0.12","0","4","0","0"
"1","12","21","0","0","4","1.2","0.12","0","4","0","0"
"1","12","22","0","0","3","1.2","0.12","0","3","0","0"
"1","12","23","0","0","2","1.3","0.12","0","2","0","0"
"1","13","0","0","0","2","1.3","0.12","0","2","0","0"
"1","13","1","0","0","1","1.4","0.12","0","1","0","0"
"1","13","2","0","0","1","1.6","0.12","0","1","0","0"
"1","13","3","0","0","2","2","0.12","0","2","0","0"
"1","13","4","0","0","3","2.2","0.12","0","3","0","0"
"1","13","5","0","0","3","2.3","0.12","0","3","0","0"
"1","13","6","0","0","3","2.5","0.12","0","3","0","0"
"1","13","7","367","26","4","2.6","0.12","115.572","6.329","319744.213","292560.154"
"1","13","8","683","57","6","2.6","0.12","382.579","14.329","1365733.035","1301485.433"
"1","13","9","817","73","8","2","0.12","600.645","22.716","2117882.53","2026983.281"
"1","13","10","898","76","11","1.2","0.12","758.049","33.12","2551530.226","2445265.115"
"1","13","11","918","82","12","1.3","0.12","837.915","35.848","2777086.824","2662829.346"
"1","13","12","913","84","13","2","0.12","838.585","33.484","2804328.658","2689105.894"
"1","13","13","895","78","12","2.3","0.12","764.968","29.634","2607999.064","2499733.038"
"1","13","14","392","152","12","2.2","0.12","428.017","22.058","1495817.641","1426960.624"
"1","13","15","635","57","10","1.5","0.12","373.231","20.152","1309924.495","1247654.412"
"1","13","16","442","28","7","1","0.12","148.759","11.318","437043.173","405702.745"
"1","13","17","0","0","5","1","0.12","0","5","0","0"
"1","13","18","0","0","5","1","0.12","0","5","0","0"
"1","13","19","0","0","5","1","0.12","0","5","0","0"
"1","13","20","0","0","4","1","0.12","0","4","0","0"
"1","13","21","0","0","3","1.1","0.12","0","3","0","0"
"1","13","22","0","0","3","1.2","0.12","0","3","0","0"
"1","13","23","0","0","2","1.3","0.12","0","2","0","0"
"1","14","0","0","0","2","1.3","0.12","0","2","0","0"
"1","14","1","0","0","2","1.3","0.12","0","2","0","0"
"1","14","2","0","0","1","1.4","0.12","0","1","0","0"
"1","14","3","0","0","1","1.4","0.12","0","1","0","0"
"1","14","4","0","0","1","1.4","0.12","0","1","0","0"
"1","14","5","0","0","1","1.5","0.12","0","1","0","0"
"1","14","6","0","0","1","2","0.12","0","1","0","0"
"1","14","7","364","27","3","2.9","0.12","116.716","5.236","326253.186","298838.488"
"1","14","8","684","59","6","3.5","0.12","387.549","13.258","1389306.931","1324224.012"
"1","14","9","822","74","8","3.6","0.12","605.321","19.203","2162121.486","2069654.675"
"1","14","10","842","97","10","3.4","0.12","746.387","24.219","2595863.065","2488027.065"
"1","14","11","870","102","11","3.2","0.12","829.318","27.296","2837597.702","2721196.083"
"1","14","12","866","104","12","3","0.12","830.961","28.876","2825479.935","2709507.697"
"1","14","13","885","84","12","2.9","0.12","771.537","27.956","2645505.56","2535910.529"
"1","14","14","819","77","11","2.9","0.12","618.379","23.813","2169470.592","2076743.373"
"1","14","15","684","63","9","2.2","0.12","404.615","18.509","1432090.97","1365492.043"
"1","14","16","358","34","7","1.5","0.12","139.412","10.615","418384.953","387705.661"
"1","14","17","0","0","5","1.5","0.12","0","5","0","0"
"1","14","18","0","0","4","1.7","0.12","0","4","0","0"
"1","14","19","0","0","3","2","0.12","0","3","0","0"
"1","14","20","0","0","3","2.3","0.12","0","3","0","0"
"1","14","21","0","0","3","2.7","0.12","0","3","0","0"
"1","14","22","0","0","3","3.3","0.12","0","3","0","0"
"1","14","23","0","0","2","3.6","0.12","0","2","0","0"
"1","15","0","0","0","2","3.6","0.12","0","2","0","0"
"1","15","1","0","0","2","3.5","0.12","0","2","0","0"
"1","15","2","0","0","2","3.6","0.12","0","2","0","0"
"1","15","3","0","0","2","3.7","0.12","0","2","0","0"
"1","15","4","0","0","2","3.8","0.12","0","2","0","0"
"1","15","5","0","0","1","3.8","0.12","0","1","0","0"
"1","15","6","0","0","1","3.9","0.12","0","1","0","0"
"1","15","7","314","30","3","4.3","0.12","109.762","4.704","310937.678","284065.669"
"1","15","8","658","64","5","4.6","0.12","381.421","11.101","1377774.998","1313100.702"
"1","15","9","812","78","7","4.5","0.12","604.051","16.826","2175697.172","2082749.321"
"1","15","10","878","87","8","4","0.12","762.889","21.278","2682803.152","2571886.52"
"1","15","11","907","91","9","3.6","0.12","848.062","24.646","2930793.686","2811089.763"
"1","15","12","911","90","10","3.5","0.12","853.239","25.985","2933288.164","2813495.851"
"1","15","13","888","85","9","3.5","0.12","776.901","23.57","2707292.259","2595507.88"
"1","15","14","125","184","8","3.5","0.12","279.172","13.225","991274.002","940294.972"
"1","15","15","0","25","7","3","0.12","23.149","7.469","76620.547","58051.326"
"1","15","16","0","5","5","2.1","0.12","4.619","5.109","13526.382","0"
"1","15","17","0","0","3","1.8","0.12","0","3","0","0"
"1","15","18","0","0","2","1.7","0.12","0","2","0","0"
"1","15","19","0","0","2","1.7","0.12","0","2","0","0"
"1","15","20","0","0","1","1.8","0.12","0","1","0","0"
"1","15","21","0","0","1","1.9","0.12","0","1","0","0"
"1","15","22","0","0","0","1.9","0.12","0","0","0","0"
"1","15","23","0","0","0","2","0.12","0","0","0","0"
"1","16","0","0","0","0","2","0.12","0","0","0","0"
"1","16","1","0","0","0","2","0.12","0","0","0","0"
"1","16","2","0","0","0","2","0.12","0","0","0","0"
"1","16","3","0","0","0","1.9","0.12","0","0","0","0"
"1","16","4","0","0","0","1.9","0.12","0","0","0","0"
"1","16","5","0","0","0","1.8","0.12","0","0","0","0"
"1","16","6","0","0","0","2.1","0.12","0","0","0","0"
"1","16","7","423","26","2","2.8","0.12","127.335","4.482","358087.28","329544.574"
"1","16","8","751","51","5","3.1","0.12","407.278","13.134","1462679.991","1394997.173"
"1","16","9","879","64","7","2.8","0.12","626.593","20.214","2231219.016","2136303.805"
"1","16","10","944","69","8","2.3","0.12","787.059","26.146","2719782.396","2607555.442"
"1","16","11","969","72","9","2","0.12","871.739","30.295","2950332.781","2829936.51"
"1","16","12","969","73","10","2","0.12","876.514","31.41","2952881.619","2832395.033"
"1","16","13","942","72","10","2.3","0.12","799.347","28.425","2736052.634","2623249.161"
"1","16","14","885","66","9","2.5","0.12","647.971","23.414","2277834.015","2181267.049"
"1","16","15","771","54","7","1.9","0.12","437.318","17.92","1556480.379","1485473.841"
"1","16","16","487","31","4","1.3","0.12","173.999","8.727","530556.078","495902.117"
"1","16","17","0","0","2","1.4","0.12","0","2","0","0"
"1","16","18","0","0","2","1.5","0.12","0","2","0","0"
"1","16","19","0","0","1","1.6","0.12","0","1","0","0"
"1","16","20","0","0","0","1.7","0.12","0","0","0","0"
"1","16","21","0","0","0","1.8","0.12","0","0","0","0"
"1","16","22","0","0","0","1.8","0.12","0","0","0","0"
"1","16","23","0","0","0","1.9","0.12","0","0","0","0"
"1","17","0","0","0","0","2","0.12","0","0","0","0"
"1","17","1","0","0","0","2.1","0.12","0","0","0","0"
"1","17","2","0","0","0","2.1","0.12","0","0","0","0"
"1","17","3","0","0","0","2.1","0.12","0","0","0","0"
"1","17","4","0","0","0","2.2","0.12","0","0","0","0"
"1","17","5","0","0","0","2.3","0.12","0","0","0","0"
"1","17","6","0","0","0","2.7","0.12","0","0","0","0"
"1","17","7","425","27","2","3.9","0.12","129.814","4.128","367941.54","339049.658"
"1","17","8","752","54","5","5.2","0.12","411.222","11.094","1488256.272","1419667.185"
"1","17","9","884","67","8","5.7","0.12","637.771","16.935","2297622.536","2200354.385"
"1","17","10","947","73","9","5.3","0.12","795.147","20.658","2803138.618","2687958.021"
"1","17","11","972","77","10","4.5","0.12","881.626","24.3","3050388.332","2926446.695"
"1","17","12","971","78","11","3.8","0.12","885.934","26.86","3035055.824","2911657.479"
"1","17","13","952","74","12","3.2","0.12","811.394","27.961","2781057.18","2666659.016"
"1","17","14","899","68","11","2.6","0.12","661.433","25.447","2306942.263","2209343.876"
"1","17","15","787","55","9","1.7","0.12","447.978","20.671","1579916.258","1508079.293"
"1","17","16","523","31","6","1.3","0.12","187.1","11.09","569290.912","533264.421"
"1","17","17","0","0","4","1.5","0.12","0","4","0","0"
"1","17","18","0","0","3","1.7","0.12","0","3","0","0"
"1","17","19","0","0","2","1.9","0.12","0","2","0","0"
"1","17","20","0","0","1","2","0.12","0","1","0","0"
"1","17","21","0","0","1","2.1","0.12","0","1","0","0"
"1","17","22","0","0","1","2","0.12","0","1","0","0"
"1","17","23","0","0","0","1.9","0.12","0","0","0","0"
"1","18","0","0","0","0","1.8","0.12","0","0","0","0"
"1","18","1","0","0","1","1.8","0.12","0","1","0","0"
"1","18","2","0","0","1","1.8","0.12","0","1","0","0"
"1","18","3","0","0","1","1.7","0.12","0","1","0","0"
"1","18","4","0","0","1","1.7","0.12","0","1","0","0"
"1","18","5","0","0","1","1.7","0.12","0","1","0","0"
"1","18","6","0","0","1","1.6","0.12","0","1","0","0"
"1","18","7","174","30","4","2","0.12","81.596","5.882","237009.348","212756.914"
"1","18","8","780","48","7","3","0.12","417.607","15.482","1488240.197","1419651.679"
"1","18","9","902","57","9","3.7","0.12","634.126","20.561","2255476.428","2159701.681"
"1","18","10","623","141","11","3.2","0.12","638.792","23.554","2219775.492","2125265.771"
"1","18","11","982","63","13","2.3","0.12","874.983","33.15","2928657.13","2809028.913"
"1","18","12","981","64","14","1.7","0.12","879.684","36.876","2900837.586","2782195.126"
"1","18","13","946","68","14","1.6","0.12","802.026","35.335","2672159.539","2561620.052"
"1","18","14","492","141","13","1.4","0.12","484.869","26.497","1670516.131","1595468.852"
"1","18","15","778","52","11","1","0.12","442.282","24.572","1537920.564","1467571.674"
"1","18","16","508","30","9","0.9","0.12","183.368","14.519","553711.619","518237.165"
"1","18","17","0","0","7","1.1","0.12","0","7","0","0"
"1","18","18","0","0","6","1.2","0.12","0","6","0","0"
"1","18","19","0","0","5","1.4","0.12","0","5","0","0"
"1","18","20","0","0","4","1.5","0.12","0","4","0","0"
"1","18","21","0","0","4","1.5","0.12","0","4","0","0"
"1","18","22","0","0","3","1.6","0.12","0","3","0","0"
"1","18","23","0","0","3","1.6","0.12","0","3","0","0"
"1","19","0","0","0","3","1.6","0.12","0","3","0","0"
"1","19","1","0","0","3","1.7","0.12","0","3","0","0"
"1","19","2","0","0","3","1.7","0.12","0","3","0","0"
"1","19","3","0","0","3","1.7","0.12","0","3","0","0"
"1","19","4","0","0","4","1.7","0.12","0","4","0","0"
"1","19","5","0","0","4","1.7","0.12","0","4","0","0"
"1","19","6","0","0","4","1.7","0.12","0","4","0","0"
"1","19","7","411","26","6","1.9","0.12","128.56","8.989","361370.355","332711.316"
"1","19","8","147","106","8","2.4","0.12","182.124","12.111","642042.719","603438.343"
"1","19","9","52","170","10","2.7","0.12","207.815","14.437","726368.232","684775.867"
"1","19","10","465","189","12","2.4","0.12","569.871","24.865","1962923.777","1877515.333"
"1","19","11","654","156","13","1.9","0.12","724.302","31.035","2435827.671","2333662.361"
"1","19","12","254","267","14","1.4","0.12","496.952","27.766","1673883.009","1598716.429"
"1","19","13","280","234","13","0.8","0.12","475.99","28.319","1606253.812","1533483.603"
"1","19","14","100","189","12","0.5","0.12","260.86","21.133","895327.64","847748.372"
"1","19","15","24","110","11","0.6","0.12","124.51","15.238","427809.003","396795.778"
"1","19","16","0","11","9","0.9","0.12","10.172","9.315","30797.854","13852.314"
"1","19","17","0","0","8","1","0.12","0","8","0","0"
"1","19","18","0","0","8","1.2","0.12","0","8","0","0"
"1","19","19","0","0","7","1.3","0.12","0","7","0","0"
"1","19","20","0","0","6","1.5","0.12","0","6","0","0"
"1","19","21","0","0","5","1.6","0.12","0","5","0","0"
"1","19","22","0","0","5","1.7","0.12","0","5","0","0"
"1","19","23","0","0","4","1.7","0.12","0","4","0","0"
"1","20","0","0","0","4","1.8","0.12","0","4","0","0"
"1","20","1","0","0","4","1.8","0.12","0","4","0","0"
"1","20","2","0","0","4","1.9","0.12","0","4","0","0"
"1","20","3","0","0","4","2","0.12","0","4","0","0"
"1","20","4","0","0","4","2.1","0.12","0","4","0","0"
"1","20","5","0","0","4","2.2","0.12","0","4","0","0"
"1","20","6","0","0","5","2.5","0.12","0","5","0","0"
"1","20","7","462","25","7","3.5","0.12","140.623","9.457","395927","366043.482"
"1","20","8","763","48","10","4.9","0.12","410.643","16.32","1459219.415","1391659.219"
"1","20","9","879","60","13","5.4","0.12","625.009","22.071","2209510.426","2115364.437"
"1","20","10","929","69","15","5","0.12","780.9","26.88","2689170.851","2578028.585"
"1","20","11","953","73","16","4.6","0.12","866.661","29.868","2935580.086","2815706.562"
"1","20","12","955","73","17","4.3","0.12","873.129","31.55","2937360.128","2817423.53"
"1","20","13","934","71","17","4","0.12","800.842","30.935","2712425.412","2600459.145"
"1","20","14","882","65","16","3.3","0.12","653.527","28.671","2250175.858","2154588.93"
"1","20","15","771","54","14","1.9","0.12","445.003","25.121","1546350.326","1475702.736"
"1","20","16","524","31","11","1.1","0.12","191.362","16.493","580459.483","544037.245"
"1","20","17","0","0","9","1.3","0.12","0","9","0","0"
"1","20","18","0","0","8","1.6","0.12","0","8","0","0"
"1","20","19","0","0","7","2","0.12","0","7","0","0"
"1","20","20","0","0","7","2.4","0.12","0","7","0","0"
"1","20","21","0","0","6","2.7","0.12","0","6","0","0"
"1","20","22","0","0","6","2.7","0.12","0","6","0","0"
"1","20","23","0","0","5","2.6","0.12","0","5","0","0"
"1","21","0","0","0","5","2.5","0.12","0","5","0","0"
"1","21","1","0","0","5","2.5","0.12","0","5","0","0"
"1","21","2","0","0","4","2.7","0.12","0","4","0","0"
"1","21","3","0","0","4","2.9","0.12","0","4","0","0"
